match_id,team_tag,region,team_slot,score_gap_scaled,xp_gap_scaled,gold_adv_scaled,total_dmg_scaled,total_heal_scaled,total_kda_scaled,total_wards_scaled,total_score
4969740895,RNG,China,radiant,0.03030303,0.3250566,0.3900525,0.274727113,0,0.027777778,0.375,1.42291702
4969740895,OG,Europe,dire,0.96969697,0.6749434,0.6099475,0.327260496,0.116450982,0.902777778,0.35,3.951077126
4969748381,NiP,Europe,radiant,0.272727273,0.438310885,0.411410662,0.222725195,0.034083214,0.083333333,0.425,1.887590562
4969748381,Na`Vi,CIS,dire,0.727272727,0.561689115,0.588589338,0.260347794,0.08690091,0.402777778,0.45,3.077577663
4969752692,VG,China,radiant,0.424242424,0.583202281,0.565929847,0.446914709,0.075784365,0.166666667,0.725,2.987740293
4969752692,EG,North America,dire,0.575757576,0.416797719,0.434070153,0.48615029,0,0.291666667,0.675,2.879442404
4969823336,Fnatic,Southeast Asia,radiant,0.484848485,0.469609997,0.474310488,0.23968008,0.120344594,0.152777778,0.375,2.316571421
4969823336,Infamous,South America,dire,0.515151515,0.530390003,0.525689512,0.299159689,0.084079452,0.263888889,0.375,2.59335906
4969839520,Na`Vi,CIS,radiant,0.712121212,0.578643724,0.581151683,0.356487418,0.015894214,0.430555556,0.475,3.149853806
4969839520,NiP,Europe,dire,0.287878788,0.421356276,0.418848317,0.220673661,0.026183131,0.069444444,0.425,1.869384618
4969840552,RNG,China,radiant,0.272727273,0.434556264,0.478626152,0.447918177,0,0.138888889,0.5,2.272716753
4969840552,OG,Europe,dire,0.727272727,0.565443736,0.521373848,0.487194639,0.18663005,0.263888889,0.5,3.251803891
4969903576,EG,North America,radiant,0.666666667,0.607497857,0.639276898,0.296086105,0.178880445,0.319444444,0.45,3.157852417
4969903576,VG,China,dire,0.333333333,0.392502143,0.360723102,0.279729584,0.062373034,0.111111111,0.425,1.964772307
4970923003,TNC,Southeast Asia,radiant,0.166666667,0.230128112,0.321186187,0.259619351,0.023117147,0.055555556,0.575,1.631273019
4970923003,Secret,Europe,dire,0.833333333,0.769871888,0.678813813,0.3895015,0.022289519,0.458333333,0.55,3.702143387
4970923478,KG,China,radiant,0.621212121,0.577751092,0.542649137,0.211415744,0.074561734,0.416666667,0.375,2.819256494
4970923478,CHAOS,Europe,dire,0.378787879,0.422248908,0.457350863,0.157730231,0.002351215,0.069444444,0.35,1.837913541
4970923784,Newbee,North America,radiant,0.5,0.58027006,0.578583294,0.582494323,0.262038221,0.319444444,0.7,3.522830343
4970923784,Alliance,Europe,dire,0.5,0.41972994,0.421416706,0.544444321,0.047268829,0.208333333,0.675,2.816193128
4970925304,Mineski,Southeast Asia,radiant,0.121212121,0.293470132,0.400290931,0.195404862,0.100368671,0.027777778,0.45,1.588524495
4970925304,PSG.LGD,China,dire,0.878787879,0.706529868,0.599709069,0.371632344,0.053287939,0.597222222,0.45,3.657169321
4970976863,CHAOS,Europe,radiant,0.166666667,0.364589879,0.427714405,0.164208171,0.109265668,0.013888889,0.35,1.596333679
4970976863,KG,China,dire,0.833333333,0.635410121,0.572285595,0.265041793,0.143330073,0.694444444,0.375,3.518845359
4970980698,PSG.LGD,China,radiant,0.818181818,0.57404461,0.542678768,0.196270817,0.061206832,1,0.25,3.442382846
4970980698,Mineski,Southeast Asia,dire,0.181818182,0.42595539,0.457321232,0.11827909,0.032296291,0.013888889,0.275,1.504559073
4970995519,TNC,Southeast Asia,radiant,0.545454545,0.753329653,0.84408051,0.413116436,0.095308856,0.277777778,0.625,3.554067778
4970995519,Secret,Europe,dire,0.454545455,0.246670347,0.15591949,0.441068581,0.060209916,0.180555556,0.625,2.163969345
4971001716,Alliance,Europe,radiant,0.818181818,0.680911936,0.561509207,0.386249521,0.007147694,0.652777778,0.5,3.606777954
4971001716,Newbee,North America,dire,0.181818182,0.319088064,0.438490793,0.239442221,0.108795425,0.069444444,0.475,1.83207913
4971031352,Infamous,South America,radiant,0.287878788,0.461624751,0.479806271,0.260076487,0.007523888,0.069444444,0.4,1.966354629
4971031352,EG,North America,dire,0.712121212,0.538375249,0.520193729,0.278120319,0.153543751,0.458333333,0.425,3.085687595
4971034132,Fnatic,Southeast Asia,radiant,0.651515152,0.524290036,0.51238161,0.150631627,0.054190806,0.305555556,0.325,2.523564786
4971034132,Na`Vi,CIS,dire,0.348484848,0.475709964,0.48761839,0.105029602,0,0.041666667,0.35,1.808509472
4971068045,NiP,Europe,radiant,0.287878788,0.432199004,0.41238659,0.177662069,0.044861184,0.055555556,0.35,1.760543192
4971068045,RNG,China,dire,0.712121212,0.567800996,0.58761341,0.24916099,0.057087503,0.458333333,0.4,3.032117443
4971088106,VP,CIS,radiant,0.166666667,0.456344279,0.450226521,0.08748007,0.034139643,0.013888889,0.25,1.458746069
4971088106,OG,Europe,dire,0.833333333,0.543655721,0.549773479,0.23246998,0.073056956,0.5,0.25,2.982289469
4971090004,Fnatic,Southeast Asia,radiant,0.621212121,0.547325245,0.588768348,0.261897594,0.011662027,0.319444444,0.4,2.75030978
4971090004,Na`Vi,CIS,dire,0.378787879,0.452674755,0.411231652,0.222093382,0.099879618,0.125,0.4,2.089667285
4971103310,Infamous,South America,radiant,0.712121212,0.623966238,0.627608959,0.407444986,0.157098789,0.375,0.475,3.378240184
4971103310,EG,North America,dire,0.287878788,0.376033762,0.372391041,0.334556077,0.101497254,0.097222222,0.425,1.994579144
4971136869,NiP,Europe,radiant,0.303030303,0.371323396,0.499883681,0.280610406,0.17319991,0.111111111,0.425,2.164158807
4971136869,RNG,China,dire,0.696969697,0.628676604,0.500116319,0.393073101,0.075558649,0.361111111,0.45,3.10550548
4971147140,VP,CIS,radiant,0.090909091,0.321634368,0.395770227,0.250264804,0.013825145,0.069444444,0.4,1.541848079
4971147140,OG,Europe,dire,0.909090909,0.678365632,0.604229773,0.382146454,0.039500414,0.430555556,0.4,3.443888738
4971157392,Newbee,North America,radiant,0.590909091,0.500781891,0.597750275,0.871994708,0.509630577,0.291666667,0.8,4.162733208
4971157392,KG,China,dire,0.409090909,0.499218109,0.402249725,0.625829254,0.146132721,0.152777778,0.775,3.010298497
4971185236,Secret,Europe,radiant,0.848484848,0.547673084,0.542668304,0.17134394,0.055977729,0.986111111,0.25,3.402259018
4971185236,Mineski,Southeast Asia,dire,0.151515152,0.452326916,0.457331696,0.079017494,0.00537958,0.013888889,0.225,1.384459726
4971219200,TNC,Southeast Asia,radiant,0.666666667,0.760699979,0.74675146,0.579907607,0.255661726,0.444444444,0.7,4.154131882
4971219200,CHAOS,Europe,dire,0.333333333,0.239300021,0.25324854,0.477561351,0.149687759,0.125,0.65,2.228131005
4971219223,Liquid,Europe,radiant,0.681818182,0.525262525,0.540331527,0.23226557,0.035926567,0.319444444,0.35,2.685048814
4971219223,Alliance,Europe,dire,0.318181818,0.474737475,0.459668473,0.157626167,0.015047777,0.083333333,0.3,1.808595044
4971252360,Mineski,Southeast Asia,radiant,0.681818182,0.595581979,0.481285534,0.326197564,0.177300429,0.333333333,0.475,3.070517021
4971252360,Secret,Europe,dire,0.318181818,0.404418021,0.518714466,0.376133082,0.01484087,0.097222222,0.45,2.17951048
4971293020,KG,China,radiant,0.742424242,0.633741876,0.634156889,0.547306061,0.078267249,0.444444444,0.525,3.605340762
4971293020,Newbee,North America,dire,0.257575758,0.366258124,0.365843111,0.319686175,0.228255963,0.083333333,0.5,2.120952463
4971301802,Alliance,Europe,radiant,0.712121212,0.624484072,0.580558041,0.431349813,0.145794146,0.333333333,0.525,3.352640618
4971301802,Liquid,Europe,dire,0.287878788,0.375515928,0.419441959,0.363422493,0.137574298,0.111111111,0.525,2.219944577
4971343154,TNC,Southeast Asia,radiant,0.287878788,0.464840039,0.547839016,0.859139174,0.152678504,0.111111111,1,3.423486631
4971343154,CHAOS,Europe,dire,0.712121212,0.535159961,0.452160984,0.933748843,0.217158227,0.319444444,0.975,4.144793673
4971353216,VP,CIS,radiant,0.621212121,0.532427969,0.466319446,0.359282261,0.045218569,0.291666667,0.475,2.791127032
4971353216,Infamous,South America,dire,0.378787879,0.467572031,0.533680554,0.296762516,0.092750734,0.138888889,0.475,2.383442603
4971396775,VG,China,radiant,0.696969697,0.546150904,0.538544631,0.186893971,0.050203145,0.472222222,0.35,2.840984569
4971396775,NiP,Europe,dire,0.303030303,0.453849096,0.461455369,0.133817971,0.019580919,0.027777778,0.325,1.724511437
4971405416,Na`Vi,CIS,radiant,0.181818182,0.396397278,0.442559144,0.152322656,0.101892258,0.013888889,0.4,1.688878406
4971405416,RNG,China,dire,0.818181818,0.603602722,0.557440856,0.257534369,0.041550673,0.875,0.4,3.553310439
